24.00  0.00  0.00 24 1 4.0000  0.0100  0.0000
24.00  0.00  0.00 24 2 4.0000  0.0100  0.0000
24.00  0.00  0.00 24 3 4.0000  0.0100  0.0000
24.00  0.00  0.00 24 4 4.0000  0.0100  0.0000
24.00  0.00  0.00 24 5 4.0000  0.0100  0.0000
24.00  0.00  0.00 24 6 4.0000  0.0100  0.0000
24.00  0.00  0.00 24 7 4.0000  0.0100  0.0000
25.00  0.00  0.00 25 1 4.0000  0.0100  0.0000
25.00  0.00  0.00 25 2 4.0000  0.0100  0.0000
25.00  0.00  0.00 25 3 4.0000  0.0100  0.0000
25.00  0.00  0.00 25 4 4.0000  0.0100  0.0000
25.00  0.00  0.00 25 5 4.0000  0.0100  0.0000
25.00  0.00  0.00 25 6 4.0000  0.0100  0.0000
25.00  0.00  0.00 25 7 4.0000  0.0100  0.0000
