7,0,0,7,93090,1,1,379.14882482319911+2736.5436896050605i
8,0,0,8,1530,1,1,1.0671251044053824+52.019337326549561i
8,0,0,8,8250,1,1,12.473955446320245+272.6373337925026i
8,0,0,8,20370,1,1,45.578137561435831+654.28089056049589i
8,0,0,8,33030,1,1,90.273016061787146+1038.5053084437895i
8,0,0,8,47970,1,1,152.14834054852491+1477.8324093439965i
8,0,0,8,63090,1,1,222.42797691382899+1909.8641493261644i
8,0,0,8,93090,1,1,379.14882482319911+2736.5436896050605i
9,0,0,9,1530,1,1,1.0671251044053824+52.019337326549561i
9,0,0,9,8250,1,1,12.473955446320245+272.6373337925026i
9,0,0,9,20370,1,1,45.578137561435831+654.28089056049589i
9,0,0,9,33030,1,1,90.273016061787146+1038.5053084437895i
9,0,0,9,47970,1,1,152.14834054852491+1477.8324093439965i
9,0,0,9,63090,1,1,222.42797691382899+1909.8641493261644i
9,0,0,9,93090,1,1,379.14882482319911+2736.5436896050605i
10,0,0,10,1530,1,1,1.0671251044053824+52.019337326549561i
10,0,0,10,8250,1,1,12.473955446320245+272.6373337925026i
10,0,0,10,20370,1,1,45.578137561435831+654.28089056049589i
10,0,0,10,33030,1,1,90.273016061787146+1038.5053084437895i
10,0,0,10,47970,1,1,152.14834054852491+1477.8324093439965i
10,0,0,10,63090,1,1,222.42797691382899+1909.8641493261644i
10,0,0,10,93090,1,1,379.14882482319911+2736.5436896050605i
11,0,0,11,1530,1,1,1.0671251044053824+52.019337326549561i
11,0,0,11,8250,1,1,12.473955446320245+272.6373337925026i
11,0,0,11,20370,1,1,45.578137561435831+654.28089056049589i
11,0,0,11,33030,1,1,90.273016061787146+1038.5053084437895i
11,0,0,11,47970,1,1,152.14834054852491+1477.8324093439965i
11,0,0,11,63090,1,1,222.42797691382899+1909.8641493261644i
11,0,0,11,93090,1,1,379.14882482319911+2736.5436896050605i
12,0,0,12,1530,1,1,1.407552340059588+60.233522798833633i
12,0,0,12,8250,1,1,18.792058293211277+314.29955618111762i
12,0,0,12,20370,1,1,72.321090984875113+746.58042382201791i
12,0,0,12,33030,1,1,144.76114787995297+1172.7051634234431i
12,0,0,12,47970,1,1,242.95785211697637+1650.007342322624i
12,0,0,12,63090,1,1,351.17591071927791+2110.4374494178792i
12,0,0,12,93090,1,1,581.27548020477502+2971.2599697725568i
13,0,0,13,1530,1,1,1.407552340059588+60.233522798833633i
13,0,0,13,8250,1,1,18.792058293211277+314.29955618111762i
13,0,0,13,20370,1,1,72.321090984875113+746.58042382201791i
13,0,0,13,33030,1,1,144.76114787995297+1172.7051634234431i
13,0,0,13,47970,1,1,242.95785211697637+1650.007342322624i
13,0,0,13,63090,1,1,351.17591071927791+2110.4374494178792i
13,0,0,13,93090,1,1,581.27548020477502+2971.2599697725568i
14,0,0,14,1530,1,1,1.407552340059588+60.233522798833633i
14,0,0,14,8250,1,1,18.792058293211277+314.29955618111762i
14,0,0,14,20370,1,1,72.321090984875113+746.58042382201791i
14,0,0,14,33030,1,1,144.76114787995297+1172.7051634234431i
14,0,0,14,47970,1,1,242.95785211697637+1650.007342322624i
14,0,0,14,63090,1,1,351.17591071927791+2110.4374494178792i
14,0,0,14,93090,1,1,581.27548020477502+2971.2599697725568i
15,0,0,15,1530,1,1,1.407552340059588+60.233522798833633i
15,0,0,15,8250,1,1,18.792058293211277+314.29955618111762i
15,0,0,15,20370,1,1,72.321090984875113+746.58042382201791i
15,0,0,15,33030,1,1,144.76114787995297+1172.7051634234431i
15,0,0,15,47970,1,1,242.95785211697637+1650.007342322624i
15,0,0,15,63090,1,1,351.17591071927791+2110.4374494178792i
15,0,0,15,93090,1,1,581.27548020477502+2971.2599697725568i
16,0,0,16,1530,1,1,1.0671251044053824+52.019337326549561i
16,0,0,16,8250,1,1,12.473955446320245+272.6373337925026i
16,0,0,16,20370,1,1,45.578137561435831+654.28089056049589i
16,0,0,16,33030,1,1,90.273016061787146+1038.5053084437895i
16,0,0,16,47970,1,1,152.14834054852491+1477.8324093439965i
16,0,0,16,63090,1,1,222.42797691382899+1909.8641493261644i
16,0,0,16,93090,1,1,379.14882482319911+2736.5436896050605i
17,0,0,17,1530,1,1,1.0671251044053824+52.019337326549561i
17,0,0,17,8250,1,1,12.473955446320245+272.6373337925026i
17,0,0,17,20370,1,1,45.578137561435831+654.28089056049589i
17,0,0,17,33030,1,1,90.273016061787146+1038.5053084437895i
17,0,0,17,47970,1,1,152.14834054852491+1477.8324093439965i
17,0,0,17,63090,1,1,222.42797691382899+1909.8641493261644i
17,0,0,17,93090,1,1,379.14882482319911+2736.5436896050605i
18,0,0,18,1530,1,1,1.0671251044053824+52.019337326549561i
18,0,0,18,8250,1,1,12.473955446320245+272.6373337925026i
18,0,0,18,20370,1,1,45.578137561435831+654.28089056049589i
18,0,0,18,33030,1,1,90.273016061787146+1038.5053084437895i
18,0,0,18,47970,1,1,152.14834054852491+1477.8324093439965i
18,0,0,18,63090,1,1,222.42797691382899+1909.8641493261644i
18,0,0,18,93090,1,1,379.14882482319911+2736.5436896050605i
19,0,0,19,1530,1,1,1.0671251044053824+52.019337326549561i
19,0,0,19,8250,1,1,12.473955446320245+272.6373337925026i
19,0,0,19,20370,1,1,45.578137561435831+654.28089056049589i
19,0,0,19,33030,1,1,90.273016061787146+1038.5053084437895i
19,0,0,19,47970,1,1,152.14834054852491+1477.8324093439965i
19,0,0,19,63090,1,1,222.42797691382899+1909.8641493261644i
19,0,0,19,93090,1,1,379.14882482319911+2736.5436896050605i
20,0,0,20,1530,1,1,1.0671251044053824+52.019337326549561i
20,0,0,20,8250,1,1,12.473955446320245+272.6373337925026i
20,0,0,20,20370,1,1,45.578137561435831+654.28089056049589i
20,0,0,20,33030,1,1,90.273016061787146+1038.5053084437895i
20,0,0,20,47970,1,1,152.14834054852491+1477.8324093439965i
20,0,0,20,63090,1,1,222.42797691382899+1909.8641493261644i
20,0,0,20,93090,1,1,379.14882482319911+2736.5436896050605i
21,0,0,21,1530,1,1,1.0671251044053824+52.019337326549561i
21,0,0,21,8250,1,1,12.473955446320245+272.6373337925026i
21,0,0,21,20370,1,1,45.578137561435831+654.28089056049589i
21,0,0,21,33030,1,1,90.273016061787146+1038.5053084437895i
21,0,0,21,47970,1,1,152.14834054852491+1477.8324093439965i
21,0,0,21,63090,1,1,222.42797691382899+1909.8641493261644i
21,0,0,21,93090,1,1,379.14882482319911+2736.5436896050605i
22,0,0,22,1530,1,1,1.0671251044053824+52.019337326549561i
22,0,0,22,8250,1,1,12.473955446320245+272.6373337925026i
22,0,0,22,20370,1,1,45.578137561435831+654.28089056049589i
22,0,0,22,33030,1,1,90.273016061787146+1038.5053084437895i
22,0,0,22,47970,1,1,152.14834054852491+1477.8324093439965i
22,0,0,22,63090,1,1,222.42797691382899+1909.8641493261644i
22,0,0,22,93090,1,1,379.14882482319911+2736.5436896050605i
23,0,0,23,1530,1,1,1.0671251044053824+52.019337326549561i
23,0,0,23,8250,1,1,12.473955446320245+272.6373337925026i
23,0,0,23,20370,1,1,45.578137561435831+654.28089056049589i
23,0,0,23,33030,1,1,90.273016061787146+1038.5053084437895i
23,0,0,23,47970,1,1,152.14834054852491+1477.8324093439965i
23,0,0,23,63090,1,1,222.42797691382899+1909.8641493261644i
23,0,0,23,93090,1,1,379.14882482319911+2736.5436896050605i
24,0,0,24,1530,1,1,1.0671251044053824+52.019337326549561i
24,0,0,24,8250,1,1,12.473955446320245+272.6373337925026i
24,0,0,24,20370,1,1,45.578137561435831+654.28089056049589i
24,0,0,24,33030,1,1,90.273016061787146+1038.5053084437895i
24,0,0,24,47970,1,1,152.14834054852491+1477.8324093439965i
24,0,0,24,63090,1,1,222.42797691382899+1909.8641493261644i
24,0,0,24,93090,1,1,379.14882482319911+2736.5436896050605i
25,0,0,25,1530,1,1,1.0671251044053824+52.019337326549561i
25,0,0,25,8250,1,1,12.473955446320245+272.6373337925026i
25,0,0,25,20370,1,1,45.578137561435831+654.28089056049589i
25,0,0,25,33030,1,1,90.273016061787146+1038.5053084437895i
25,0,0,25,47970,1,1,152.14834054852491+1477.8324093439965i
25,0,0,25,63090,1,1,222.42797691382899+1909.8641493261644i
25,0,0,25,93090,1,1,379.14882482319911+2736.5436896050605i
